CI_Name,CI_Cat,CI_Subcat,WBS,Incident_ID,Status,Impact,Urgency,Priority,number_cnt,Category,KB_number,Alert_Status,No_of_Reassignments,Open_Time,Reopen_Time,Resolved_Time,Close_Time,Handle_Time_hrs,Closure_Code,No_of_Related_Interactions,Related_Interaction,No_of_Related_Incidents,No_of_Related_Changes,Related_Change
WBA000124,application,Web Based Application,WBS000088,IM0000589,Closed,4,4,4,0.150012574,incident,KM0000611,closed,0,19-09-2013 10:14,,7/10/2013 13:53,7/10/2013 13:53,"1,29,52,63,889",Unknown,2,#MULTIVALUE,,,
LAP001048,computer,Laptop,WBS000187,IM0000590,Closed,5,5,5,0.080421474,incident,KM0001447,closed,4,19-09-2013 10:50,,18-10-2013 08:51,18-10-2013 08:51,"1,56,93,69,444",Hardware,3,#MULTIVALUE,,,
SBA000263,application,Server Based Application,WBS000072,IM0000591,Closed,5,5,5,0.314039677,request for information,KM0001113,closed,0,19-09-2013 10:59,,11/10/2013 10:36,11/10/2013 10:36,"1,67,61,91,667",Other,1,SD0000798,,,
WBA000124,application,Web Based Application,WBS000088,IM0000592,Closed,3,3,3,0.743620743,incident,KM0000611,closed,2,19-09-2013 11:50,,27-12-2013 11:09,27-12-2013 11:09,"7,23,81,30,556",Other,1,SD0000803,,,
DTA000024,application,Desktop Application,WBS000093,IM0000593,Closed,4,4,4,0.140013062,incident,KM0000337,closed,6,19-09-2013 13:16,,4/10/2013 13:41,4/10/2013 13:42,"3,16,47,22,222",Other,1,SD0000804,,1,C00002078
SBA000263,application,Server Based Application,WBS000072,IM0000594,Closed,5,5,5,0.934761779,request for information,KM0001108,closed,0,19-09-2013 13:53,,15-10-2013 09:11,15-10-2013 09:11,"3,26,02,77,778",Other,1,SD0000812,,,
WBA000124,application,Web Based Application,WBS000088,IM0000595,Closed,4,4,4,0.793551743,incident,KM0000611,closed,4,19-09-2013 14:16,,7/10/2013 11:12,7/10/2013 11:13,"1,22,94,83,333",Other,1,SD0000811,,,
SBA000458,application,Server Based Application,WBS000073,IM0000596,Closed,4,4,4,0.667807642,incident,KM0001539,closed,0,19-09-2013 11:45,,20-12-2013 15:33,20-12-2013 15:34,"3,93,82,36,111",Software,1,SD0000800,,,
SBA000834,application,Server Based Application,WBS000223,IM0000597,Closed,4,4,4,0.685225433,incident,KM0001308,closed,14,19-09-2013 12:02,,8/10/2013 13:26,8/10/2013 13:26,"6,37,50,55,556",Other,1,SD0000801,,,
LAP000700,computer,Laptop,WBS000091,IM0000598,Closed,5,5,5,0.588902769,incident,KM0001444,closed,1,19-09-2013 12:11,,2/10/2013 11:39,2/10/2013 11:39,"9,39,775",Other,1,SD0000802,,,
SUB000424,subapplication,Web Based Application,WBS000073,IM0000600,Closed,4,4,4,0.35009826,incident,KM0000702,closed,3,19-09-2013 15:23,,18-10-2013 08:42,18-10-2013 08:42,"3,12,63,61,111",No error - works as designed,1,SD0000816,,,
SAP000003,application,SAP,WBS000271,IM0000601,Closed,5,5,5,0.327825566,incident,KM0001163,closed,20,19-09-2013 15:40,,14-10-2013 13:29,14-10-2013 13:30,"91,23",Other,1,SD0000817,,,
APP000005,application,Citrix,WBS000292,IM0000602,Closed,4,4,4,0.354084349,incident,KM0001131,closed,0,19-09-2013 13:31,,1/10/2013 09:43,1/10/2013 09:43,"1,22,91,66,667",Software,1,SD0000805,,,
DTA000024,application,Desktop Application,WBS000093,IM0000603,Closed,4,4,4,0.96420868,incident,KM0000336,closed,5,19-09-2013 13:39,,5/11/2013 10:06,5/11/2013 10:06,"0,943611111",Software,1,SD0000806,,,
SAP000004,application,SAP,WBS000271,IM0000604,Closed,5,5,5,0.848486187,request for information,KM0001268,closed,4,19-09-2013 12:16,28-10-2013 14:53,29-10-2013 14:32,29-10-2013 14:32,"5,01,11,66,667",Other,3,#MULTIVALUE,,,
SBA000263,application,Server Based Application,WBS000072,IM0000605,Closed,5,5,5,0.161393513,request for information,KM0001266,closed,0,19-09-2013 12:40,,14-10-2013 08:59,14-10-2013 08:59,"7,36,44,44,444",Other,1,SD0000809,,,
CBA000014,application,Client Based Application,WBS000073,IM0000606,Closed,5,5,5,0.729294706,incident,KM0001707,closed,1,19-09-2013 15:31,14-10-2013 08:37,14-10-2013 11:39,14-10-2013 11:40,"1,07,51,72,222",Software,2,#MULTIVALUE,,,
SAP000004,application,SAP,WBS000271,IM0000607,Closed,5,5,5,0.202403499,request for information,KM0001265,closed,4,20-09-2013 09:44,17-10-2013 17:07,21-10-2013 09:21,21-10-2013 09:22,"1,08,84,58,333",Other,2,#MULTIVALUE,,,
WBA000058,application,Web Based Application,WBS000073,IM0000608,Closed,4,4,4,0.345039839,incident,KM0000819,closed,1,20-09-2013 10:07,,4/11/2013 15:49,4/11/2013 15:49,"3,31,19,72,222",Software,1,SD0000824,,,
WBA000145,application,Web Based Application,WBS000073,IM0000609,Closed,5,5,5,0.455338256,incident,KM0001362,closed,1,20-09-2013 09:51,,8/10/2013 18:54,8/10/2013 18:54,"1,06,20,97,222",Software,2,#MULTIVALUE,,,
WBA000133,application,Web Based Application,WBS000073,IM0000610,Closed,5,5,5,0.49194167,request for information,KM0000792,closed,4,20-09-2013 08:06,21-10-2013 11:23,17-12-2013 12:52,17-12-2013 12:52,"5,24,65,61,111",Unknown,4,#MULTIVALUE,,,
SBA000263,application,Server Based Application,WBS000072,IM0000611,Closed,5,5,5,0.93880499,request for information,KM0001115,closed,4,20-09-2013 08:57,,13-11-2013 14:52,13-11-2013 14:52,"4,04,90,80,556",Other,1,SD0000820,,,
SBA000211,application,Server Based Application,WBS000241,IM0000612,Closed,5,5,5,0.729824188,incident,KM0000185,closed,7,20-09-2013 09:09,3/10/2013 08:41,3/10/2013 08:42,3/10/2013 08:42,"6,29,50,27,778",No error - works as designed,1,SD0000821,,,
WBA000124,application,Web Based Application,WBS000088,IM0000613,Closed,4,4,4,0.577024123,incident,KM0000611,closed,2,20-09-2013 12:53,,3/10/2013 10:35,3/10/2013 10:35,"9,22,02,22,222",Unknown,1,SD0000832,,,
SBA000607,application,Server Based Application,WBS000263,IM0000614,Closed,5,5,5,0.800627361,request for information,KM0001825,closed,3,20-09-2013 11:11,,16-10-2013 12:32,16-10-2013 12:32,"1,04,78,22,222",Questions,1,SD0000831,,,
CBA000014,application,Client Based Application,WBS000073,IM0000615,Closed,NS,3,NA,0.39057788,request for information,KM0001952,closed,4,20-09-2013 12:51,,2/10/2013 10:01,2/10/2013 10:01,"5,75,69,44,444",Other,1,SD0000833,,,
CBD001098,computer,Banking Device,WBS000016,IM0000616,Closed,5,5,5,0.514465686,request for information,KM0000659,closed,2,20-09-2013 16:33,,4/10/2013 10:32,4/10/2013 10:32,"9,89,76,66,667",No error - works as designed,1,SD0000834,,,
SUB000505,subapplication,Web Based Application,WBS000162,IM0000617,Closed,4,4,4,0.564886808,incident,KM0000563,closed,6,20-09-2013 16:33,,15-10-2013 12:51,15-10-2013 12:52,"1,74,80,61,111",Referred,1,SD0000835,,,
SBA000759,application,Server Based Application,WBS000296,IM0000618,Closed,5,5,5,0.681552911,request for information,KM0001031,closed,0,20-09-2013 17:10,,13-11-2013 10:54,13-11-2013 10:55,"5,17,46,38,889",No error - works as designed,1,SD0000836,,,
SBA000131,application,Server Based Application,WBS000023,IM0000619,Closed,3,3,3,0.377313218,incident,KM0000940,closed,2,20-09-2013 11:19,11/10/2013 08:47,11/10/2013 08:47,11/10/2013 08:47,"8,165",Other,2,#MULTIVALUE,,,
SBA000649,application,Server Based Application,WBS000140,IM0000620,Closed,5,5,5,0.092884959,incident,KM0000614,closed,8,20-09-2013 13:47,,2/10/2013 17:54,2/10/2013 17:54,"4,32,50,55,556",Software,1,SD0000837,,,
SBA000834,application,Server Based Application,WBS000223,IM0000621,Closed,4,4,4,0.043149636,incident,KM0001308,closed,4,20-09-2013 15:08,,2/10/2013 12:14,2/10/2013 12:14,"8,11,05,83,333",No error - works as designed,2,#MULTIVALUE,,,
LAP000524,computer,Laptop,WBS000091,IM0000622,Closed,5,5,5,0.539635747,incident,KM0001444,closed,0,20-09-2013 16:01,,4/10/2013 10:59,4/10/2013 10:59,"0,016111111",Hardware,1,SD0000840,,,
SUB000514,subapplication,Web Based Application,WBS000012,IM0000623,Closed,4,4,4,0.249028525,incident,KM0000597,closed,4,20-09-2013 16:52,1/10/2013 11:35,3/10/2013 12:34,3/10/2013 12:34,"1,64,41,11,111",Other,4,#MULTIVALUE,,,
SBA000263,application,Server Based Application,WBS000072,IM0000624,Closed,5,5,5,0.720732461,request for information,KM0001104,closed,0,23-09-2013 09:21,,2/10/2013 07:59,2/10/2013 07:59,"7,21,31,66,667",Other,1,SD0000844,,,
OVR000078,,,WBS000187,IM0000625,Closed,3,3,3,0.386610757,incident,KM0000441,closed,4,23-09-2013 09:24,,,1/10/2013 12:17,"5,61,38,88,889",Software,1,SD0000843,,,
SBA000777,application,Server Based Application,WBS000312,IM0000626,Closed,NS,3,NA,0.214740511,incident,KM0001274,closed,2,23-09-2013 10:15,,,17-10-2013 15:25,"1,63,05,83,333",Software,1,SD0000845,,,
SBA000462,application,Server Based Application,WBS000073,IM0000627,Closed,4,4,4,0.428042089,incident,KM0001363,closed,17,23-09-2013 10:23,,14-10-2013 15:56,14-10-2013 15:56,"5,65,88,88,889",User error,1,SD0000846,,,
SBA000630,application,Server Based Application,WBS000070,IM0000628,Closed,5,5,5,0.350639678,request for information,KM0000995,closed,3,23-09-2013 11:17,,2/10/2013 06:51,2/10/2013 06:51,"0,098333333",No error - works as designed,1,SD0000862,,,
DTA000302,application,Desktop Application,WBS000092,IM0000630,Closed,4,4,4,0.675882945,incident,KM0001515,closed,0,23-09-2013 08:50,,1/10/2013 13:13,1/10/2013 13:13,"1,26,38,88,889",Software,1,SD0000852,,,
SBA000759,application,Server Based Application,WBS000296,IM0000631,Closed,5,5,5,0.214160194,request for information,KM0001711,closed,1,23-09-2013 09:13,,8/10/2013 14:25,8/10/2013 14:26,"1,03,26,91,667",No error - works as designed,1,SD0000853,,,
DTA000414,application,Desktop Application,WBS000135,IM0000632,Closed,4,4,4,0.034730899,incident,KM0000873,closed,0,23-09-2013 09:33,,8/10/2013 09:20,8/10/2013 09:20,"1,11,54,08,333",User error,1,SD0000854,,,
LAP000296,computer,Laptop,WBS000187,IM0000633,Closed,5,5,5,0.059099276,incident,KM0001447,closed,3,23-09-2013 07:36,,4/10/2013 13:20,4/10/2013 13:21,"1,92,00,55,556",Software,1,SD0000847,,,
DSK000633,computer,Desktop,WBS000187,IM0000634,Closed,5,5,5,0.885764628,request for information,KM0000604,closed,1,23-09-2013 09:58,,1/10/2013 15:26,1/10/2013 15:27,"1,06,27,77,778",Software,1,SD0000848,,,
SBA000782,application,Server Based Application,WBS000043,IM0000635,Closed,5,5,5,0.614332204,incident,KM0001763,closed,0,23-09-2013 10:30,,1/10/2013 12:21,1/10/2013 12:21,"41,925",Other,1,SD0000850,,1,C00001452
DTA000044,application,Desktop Application,WBS000089,IM0000636,Closed,4,4,4,0.713772364,incident,KM0000408,closed,1,23-09-2013 10:50,,1/10/2013 10:22,1/10/2013 10:22,"0,051111111",Other,1,SD0000858,,,
WBA000008,application,Web Based Application,WBS000167,IM0000637,Closed,5,5,5,0.494618104,incident,KM0000072,closed,16,23-09-2013 11:05,7/10/2013 09:04,18-10-2013 10:37,18-10-2013 10:38,"9,65,72,22,222",Software,2,#MULTIVALUE,,,
WBA000133,application,Web Based Application,WBS000073,IM0000638,Closed,4,4,4,0.623349712,incident,KM0000796,closed,0,23-09-2013 11:43,,10/10/2013 10:06,10/10/2013 10:06,"1,77,38,33,333",Unknown,1,SD0000859,,,
APP000002,application,Citrix,WBS000098,IM0000640,Closed,4,4,4,0.284269618,incident,KM0000143,closed,1,23-09-2013 09:08,,2/10/2013 10:02,2/10/2013 10:02,"0,008611111",Other,1,SD0000841,,,
DTA000043,application,Desktop Application,WBS000089,IM0000641,Closed,4,4,4,0.779959781,incident,KM0000407,closed,2,23-09-2013 10:29,,1/10/2013 10:29,1/10/2013 10:29,"1,68,69,44,444",Other,1,SD0000856,,,
DSK000545,computer,Desktop,WBS000187,IM0000642,Closed,5,5,5,0.81816653,incident,KM0001446,closed,2,23-09-2013 10:58,,17-10-2013 10:41,17-10-2013 10:41,"4,42,19,16,667",Software,1,SD0000857,,,
WBA000060,application,Web Based Application,WBS000073,IM0000643,Closed,4,4,4,0.010258471,incident,KM0000827,closed,1,23-09-2013 11:14,17-10-2013 15:05,18-10-2013 09:59,18-10-2013 09:59,"7,08,11,11,111",Unknown,3,#MULTIVALUE,,,
SBA000795,application,Server Based Application,WBS000285,IM0000644,Closed,5,5,5,0.691791414,incident,KM0001757,closed,2,23-09-2013 11:22,,2/10/2013 13:07,2/10/2013 13:11,"1,37,08,61,111",Software,1,SD0000864,,,
SUB000521,subapplication,Web Based Application,WBS000073,IM0000645,Closed,4,4,4,0.986416123,incident,KM0001496,closed,2,23-09-2013 12:45,,2/10/2013 10:04,2/10/2013 10:04,"2,05,33,33,333",Other,1,SD0000865,,,
WBA000008,application,Web Based Application,WBS000167,IM0000646,Closed,5,5,5,0.007765071,incident,KM0000069,closed,6,23-09-2013 13:49,,1/10/2013 08:50,1/10/2013 08:50,"5,80,19,16,667",Software,1,SD0000873,,,
CBA000014,application,Client Based Application,WBS000073,IM0000647,Closed,4,4,4,0.912734708,incident,KM0001574,closed,1,23-09-2013 14:11,,8/10/2013 13:19,8/10/2013 13:19,"1,99,83,33,333",Other,1,SD0000874,,,
SUB000113,subapplication,Server Based Application,WBS000095,IM0000648,Closed,4,4,4,0.114460444,incident,KM0000223,closed,1,23-09-2013 14:32,,2/10/2013 10:03,2/10/2013 10:03,"0,026666667",Other,1,SD0000875,,,
SUB000424,subapplication,Web Based Application,WBS000073,IM0000649,Closed,4,4,4,0.451788921,incident,KM0000702,closed,4,23-09-2013 12:26,,8/11/2013 11:19,8/11/2013 11:19,"49,75",Unknown,2,#MULTIVALUE,,,
SBA000564,application,Server Based Application,WBS000272,IM0000650,Closed,3,3,3,0.348120636,incident,KM0001274,closed,2,23-09-2013 12:50,,31-10-2013 13:16,31-10-2013 13:18,"2,94,45,22,222",Other,1,SD0000868,,,
WBA000124,application,Web Based Application,WBS000088,IM0000651,Closed,4,4,4,0.331392205,incident,KM0000611,closed,4,23-09-2013 13:42,,12/2/2014 09:10,12/2/2014 09:10,"1,03,49,68,611",Software,1,SD0000869,,,
SBA000172,application,Server Based Application,WBS000014,IM0000652,Closed,3,3,3,0.315305587,incident,KM0000426,closed,2,23-09-2013 14:13,,3/10/2013 13:14,3/10/2013 13:14,"5,97,15,83,333",Software,1,SD0000880,,,
SUB000521,subapplication,Web Based Application,WBS000073,IM0000653,Closed,4,4,4,0.920571518,incident,KM0001496,closed,5,23-09-2013 14:39,,8/10/2013 08:59,8/10/2013 08:59,"9,72,34,16,667",User manual not used,1,SD0000870,,,
LAP000459,computer,Laptop,WBS000091,IM0000654,Closed,5,5,5,0.158080745,incident,KM0000318,closed,5,23-09-2013 15:25,,25-10-2013 08:41,25-10-2013 08:41,"1,40,28,88,889",Operator error,1,SD0000871,,,
DTA000011,application,Desktop Application,WBS000089,IM0000655,Closed,4,4,4,0.89854768,incident,KM0000092,closed,0,23-09-2013 15:44,,2/10/2013 14:13,2/10/2013 14:13,"5,84,97,22,222",Software,1,SD0000872,,,
WBA000017,application,Web Based Application,WBS000138,IM0000656,Closed,4,4,4,0.470994593,incident,KM0000123,closed,3,23-09-2013 14:23,,23-10-2013 14:04,23-10-2013 14:05,"2,30,69,22,222",Other,1,SD0000863,,,
SBA000263,application,Server Based Application,WBS000072,IM0000657,Closed,5,5,5,0.458670841,request for information,KM0001572,closed,2,23-09-2013 14:34,,4/11/2013 10:28,4/11/2013 10:29,"2,29,12,22,222",Other,1,SD0000882,,,
SBA000607,application,Server Based Application,WBS000263,IM0000658,Closed,5,5,5,0.090815516,request for information,KM0001106,closed,5,23-09-2013 15:58,,2/10/2013 15:28,2/10/2013 15:30,"7,30,28,33,333",Other,1,SD0000883,,,
SAP000004,application,SAP,WBS000271,IM0000659,Closed,5,5,5,0.235120428,request for information,KM0001267,closed,3,23-09-2013 16:04,25-09-2013 09:16,4/2/2014 08:43,4/2/2014 08:44,"9,58,22,11,111",Other,2,#MULTIVALUE,,,
WBA000133,application,Web Based Application,WBS000073,IM0000660,Closed,5,5,5,0.167642199,incident,KM0000806,closed,0,23-09-2013 15:44,,15-10-2013 18:24,15-10-2013 18:24,"3,91,925",Other,1,SD0000881,,,
WBA000018,application,Web Based Application,WBS000073,IM0000661,Closed,4,4,4,0.732849113,incident,KM0000720,closed,5,23-09-2013 16:08,,14-10-2013 08:36,14-10-2013 08:36,"1,49,96,13,889",Software,1,SD0000887,,,
SBA000607,application,Server Based Application,WBS000263,IM0000662,Closed,5,5,5,0.288169508,incident,KM0001106,closed,6,23-09-2013 16:13,24-09-2013 14:39,18-10-2013 09:36,18-10-2013 09:37,"1,92,52,83,333",Other,2,#MULTIVALUE,,,
SBA000607,application,Server Based Application,WBS000263,IM0000663,Closed,5,5,5,0.77857311,incident,KM0001826,closed,0,23-09-2013 16:33,11/10/2013 09:44,11/10/2013 14:32,11/10/2013 14:32,"6,24,66,66,667",Other,2,#MULTIVALUE,,,
DTA000591,application,Desktop Application,WBS000092,IM0000664,Closed,5,5,5,0.920583512,request for information,KM0000469,closed,1,23-09-2013 16:40,,11/10/2013 14:37,11/10/2013 14:38,"9,21,36,94,444",User error,1,SD0000888,,,
SBA000263,application,Server Based Application,WBS000072,IM0000665,Closed,5,5,5,0.398444572,request for information,KM0001111,closed,0,24-09-2013 08:05,,23-10-2013 12:24,23-10-2013 12:24,"0,056388889",Other,1,SD0000890,,,
SAP000004,application,SAP,WBS000271,IM0000666,Closed,5,5,5,0.036569535,request for information,KM0001264,closed,12,24-09-2013 08:15,,17-10-2013 13:50,17-10-2013 13:50,"1,84,08,41,667",Other,1,SD0000891,,,
DTA000616,application,Desktop Application,WBS000092,IM0000667,Closed,4,4,4,0.354226522,incident,KM0001526,closed,2,23-09-2013 14:54,,11/10/2013 12:41,11/10/2013 13:24,"1,05,77,97,222",Other,1,SD0000876,,2,#MULTIVALUE
WBA000133,application,Web Based Application,WBS000073,IM0000668,Closed,4,4,4,0.071287994,incident,KM0001297,closed,6,23-09-2013 14:55,,2/10/2013 10:12,2/10/2013 10:12,"2,11,58,88,889",Data,1,SD0000877,,,
SUB000443,subapplication,Web Based Application,WBS000125,IM0000669,Closed,5,5,5,0.734609818,incident,KM0000727,closed,6,23-09-2013 15:35,,1/10/2013 15:15,1/10/2013 15:15,"5,69,53,61,111",Software,1,SD0000878,,,
SBA000172,application,Server Based Application,WBS000014,IM0000670,Closed,5,5,5,0.396006512,incident,KM0000426,closed,4,23-09-2013 16:17,,10/10/2013 13:31,10/10/2013 13:31,"9,13,70,27,778",Other,1,SD0000897,,,
SBA000698,application,Server Based Application,WBS000090,IM0000671,Closed,4,4,4,0.2346249,incident,KM0001019,closed,1,23-09-2013 17:11,,2/10/2013 10:38,2/10/2013 10:38,"3,23,13,33,333",Software,1,SD0000898,,,
SAP000003,application,SAP,WBS000271,IM0000672,Closed,5,5,5,0.873253641,request for information,KM0001163,closed,2,23-09-2013 17:25,,14-10-2013 13:10,14-10-2013 13:10,"1,53,25,19,444",Other,1,SD0000899,,,
SUB000424,subapplication,Web Based Application,WBS000073,IM0000673,Closed,4,4,4,0.763649471,incident,KM0000705,closed,5,23-09-2013 17:31,,2/10/2013 16:28,2/10/2013 16:28,"2,79,08,05,556",Software,1,SD0000900,,,
DTA000616,application,Desktop Application,WBS000092,IM0000674,Closed,4,4,4,0.819152121,incident,KM0001526,closed,1,24-09-2013 09:26,27-09-2013 08:52,18-10-2013 10:57,18-10-2013 10:57,"1,89,14,05,556",Other,288,#MULTIVALUE,,,
SBA000119,application,Server Based Application,WBS000249,IM0000675,Closed,4,4,4,0.604912811,incident,KM0001551,closed,1,23-09-2013 16:33,,2/10/2013 10:05,2/10/2013 10:05,"0,01",Other,1,SD0000893,,,
LAP001637,computer,Laptop,WBS000187,IM0000676,Closed,5,5,5,0.63202544,incident,KM0001447,closed,1,23-09-2013 16:36,,9/10/2013 16:09,9/10/2013 16:09,"1,25,55,52,778",Hardware,1,SD0000894,,,
SBA000608,application,Server Based Application,WBS000054,IM0000677,Closed,5,5,5,0.070380349,request for information,KM0001134,closed,2,24-09-2013 08:28,,8/10/2013 08:55,8/10/2013 08:56,"1,05,46,02,778",Other,1,SD0000895,,,
SBA000462,application,Server Based Application,WBS000073,IM0000678,Closed,4,4,4,0.916718064,incident,KM0001455,closed,10,24-09-2013 10:12,,8/10/2013 13:58,8/10/2013 13:58,"4,73,37,77,778",Software,1,SD0000909,,,
SBA000263,application,Server Based Application,WBS000072,IM0000679,Closed,5,5,5,0.133920296,request for information,KM0001103,closed,5,23-09-2013 16:25,,1/10/2013 12:08,1/10/2013 12:08,"5,87,06,94,444",Other,1,SD0000885,,,
WBA000094,application,Web Based Application,WBS000073,IM0000680,Closed,4,4,4,0.724757153,incident,KM0001732,closed,0,24-09-2013 08:37,,14-10-2013 10:49,14-10-2013 10:49,"1,39,44,58,333",Software,1,SD0000886,,,
SBA000263,application,Server Based Application,WBS000072,IM0000681,Closed,5,5,5,0.966206342,request for information,KM0001807,closed,6,24-09-2013 08:39,,8/10/2013 11:41,8/10/2013 11:41,"1,08,04,08,333",Other,1,SD0000901,,,
OVR000072,,,WBS000187,IM0000682,Closed,3,3,3,0.813316084,incident,KM0000966,closed,14,24-09-2013 09:18,,9/10/2013 09:57,9/10/2013 09:58,"2,09,85,55,556",Software,1,SD0000902,,,
DTA000471,application,Desktop Application,WBS000135,IM0000683,Closed,4,4,4,0.788057847,incident,KM0000655,closed,3,24-09-2013 09:41,,3/10/2013 16:13,3/10/2013 16:13,"1,88,09,72,222",Software,1,SD0000903,,,
WBA000133,application,Web Based Application,WBS000073,IM0000684,Closed,4,4,4,0.78064466,incident,KM0001691,closed,15,24-09-2013 09:53,,1/10/2013 15:25,1/10/2013 15:27,"3,97,98,88,889",Unknown,1,SD0000904,,,
DTA000044,application,Desktop Application,WBS000089,IM0000685,Closed,4,4,4,0.921050298,incident,KM0000408,closed,0,24-09-2013 10:40,,1/10/2013 10:10,1/10/2013 10:10,"1,36,94,44,444",Software,1,SD0000919,,,
DTA000344,application,Desktop Application,WBS000092,IM0000686,Closed,5,5,5,0.072708994,request for information,KM0000463,closed,2,24-09-2013 08:47,,10/10/2013 10:10,10/10/2013 10:10,"9,03,55,83,333",Other,1,SD0000892,,,
SBA000607,application,Server Based Application,WBS000263,IM0000687,Closed,5,5,5,0.726284634,request for information,KM0001106,closed,11,24-09-2013 10:10,9/10/2013 08:46,10/10/2013 08:06,10/10/2013 08:06,"7,59,09,72,222",Other,2,#MULTIVALUE,,,
WBA000113,application,Web Based Application,WBS000043,IM0000688,Closed,3,3,3,0.769927171,incident,KM0000215,closed,0,24-09-2013 10:14,,1/10/2013 12:16,1/10/2013 12:16,"0,630833333",Other,1,SD0000906,,,
SBA000805,application,Server Based Application,WBS000016,IM0000689,Closed,NS,3,NA,0.786930569,incident,KM0000938,closed,0,24-09-2013 10:24,,2/10/2013 13:08,2/10/2013 13:08,"6,57,39,72,222",Hardware,1,SD0000907,,,
LAP001493,computer,Laptop,WBS000091,IM0000690,Closed,5,5,5,0.503071289,incident,KM0001444,closed,7,24-09-2013 10:36,17-10-2013 11:43,9/12/2013 12:51,9/12/2013 12:51,"3,99,72,97,222",Hardware,3,#MULTIVALUE,,,
WBA000011,application,Web Based Application,WBS000152,IM0000691,Closed,5,5,5,0.211756099,incident,KM0000079,closed,8,24-09-2013 10:51,,25-10-2013 07:00,25-10-2013 07:00,"2,37,49,47,222",Software,1,SD0000914,,1,C00000589
DTA000344,application,Desktop Application,WBS000092,IM0000692,Closed,5,5,5,0.550675508,request for information,KM0000463,closed,1,24-09-2013 11:41,,13-11-2013 15:09,13-11-2013 15:09,"2,17,64,86,111",Software,1,SD0000912,1,,
DTA000052,application,Desktop Application,WBS000092,IM0000693,Closed,4,4,4,0.253785302,incident,KM0000471,closed,3,24-09-2013 14:12,,2/10/2013 10:14,2/10/2013 10:14,"0,031666667",Other,1,SD0000938,,,
SBA000607,application,Server Based Application,WBS000263,IM0000694,Closed,5,5,5,0.404976217,incident,KM0001105,closed,7,24-09-2013 14:30,,3/10/2013 14:12,3/10/2013 14:12,"7,31,95,83,333",Other,1,SD0000939,,,
SUB000456,subapplication,Web Based Application,WBS000073,IM0000695,Closed,4,4,4,0.283590104,incident,KM0000702,closed,5,24-09-2013 14:53,,14-10-2013 10:50,14-10-2013 10:50,"3,53,51,94,444",Other,2,#MULTIVALUE,,,
SBA000227,application,Server Based Application,WBS000039,IM0000696,Closed,5,5,5,0.446526754,incident,KM0000190,closed,4,24-09-2013 15:02,,3/10/2013 18:26,3/10/2013 18:26,"3,75,89,72,222",Data,1,SD0000941,,,
SAP000003,application,SAP,WBS000271,IM0000697,Closed,4,4,4,0.006047112,incident,KM0001163,closed,5,24-09-2013 15:52,,4/11/2013 11:59,4/11/2013 12:01,"3,00,64,88,889",Other,1,SD0000944,,,
DTA000025,application,Desktop Application,WBS000110,IM0000698,Closed,4,4,4,0.365732803,incident,KM0000833,closed,4,24-09-2013 16:05,2/10/2013 10:55,3/10/2013 15:16,3/10/2013 15:16,"5,34,40,55,556",Hardware,2,#MULTIVALUE,,,
SBA000317,application,Server Based Application,WBS000048,IM0000699,Closed,5,5,5,0.921570163,incident,KM0000310,closed,0,24-09-2013 10:54,,7/10/2013 11:10,7/10/2013 11:13,"0,166111111",No error - works as designed,1,SD0000910,,,
SUB000545,subapplication,Web Based Application,WBS000073,IM0000700,Closed,5,5,5,0.320040459,incident,KM0000795,closed,3,24-09-2013 11:26,,1/10/2013 10:56,1/10/2013 10:56,"3,40,48,33,333",Other,1,SD0000926,,,
WBA000133,application,Web Based Application,WBS000073,IM0000702,Closed,4,5,4,0.619456535,incident,KM0000711,closed,0,24-09-2013 12:24,,9/10/2013 10:37,9/10/2013 10:37,"4,70,39,16,667",Unknown,1,SD0000927,,,
SBA000263,application,Server Based Application,WBS000072,IM0000703,Closed,5,5,5,0.349856664,request for information,KM0001807,closed,8,24-09-2013 12:55,,3/10/2013 13:08,3/10/2013 13:08,"7,37,20,55,556",Other,1,SD0000929,,,
LAP001457,computer,Laptop,WBS000091,IM0000704,Closed,5,5,5,0.361257109,incident,KM0001444,closed,10,24-09-2013 13:16,,5/11/2013 10:09,5/11/2013 10:10,"1,25,06,16,667",Software,1,SD0000945,,,
SBA000679,application,Server Based Application,WBS000284,IM0000705,Closed,4,4,4,0.18771839,incident,KM0000631,closed,0,24-09-2013 13:57,,6/11/2013 11:11,6/11/2013 11:11,"5,45,65,27,778",Software,1,SD0000947,2,1,C00004490
SBA000045,application,Server Based Application,WBS000170,IM0000706,Closed,4,4,4,0.420248,incident,KM0000565,closed,0,24-09-2013 14:03,,2/10/2013 09:51,2/10/2013 09:51,"1,41,32,77,778",Software,1,SD0000948,,,
WBA000082,application,Web Based Application,WBS000055,IM0000707,Closed,5,5,5,0.14815926,incident,KM0000401,closed,8,24-09-2013 14:15,,22-10-2013 08:12,22-10-2013 08:12,"1,05,54,19,444",Other,1,SD0000949,,,
WBA000058,application,Web Based Application,WBS000073,IM0000708,Closed,4,4,4,0.899283545,incident,KM0001241,closed,2,24-09-2013 14:42,,24-10-2013 16:55,24-10-2013 16:55,"1,63,63,83,333",Operator error,1,SD0000950,,,
